IDX,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,DevType,Duration,N_effort-,EffortX
356.0,466.0,164.0,212.0,12.0,66.0,7.0,461.0,0.0,0.0,3.7,3.7,4.4,4.5,1.0,0.0,10.0,2058.0,1708.0
357.0,77.0,30.0,0.0,20.0,22.0,0.0,7.0,65.0,0.0,27.4,29.3,33.0,35.3,1.0,0.0,4.0,2540.0,2108.0
358.0,81.0,11.0,22.0,0.0,20.0,21.0,64.0,10.0,0.0,5.6,6.1,6.8,7.4,1.0,0.0,1.0,547.0,454.0
359.0,694.0,61.0,164.0,168.0,145.0,60.0,598.0,0.0,0.0,5.9,6.8,5.9,6.8,4.0,0.0,8.0,4086.0,4086.0
360.0,62.0,18.0,7.0,6.0,10.0,17.0,7.0,51.0,0.0,32.7,34.9,39.4,42.1,1.0,0.0,5.0,2442.0,2027.0
361.0,56.0,0.0,42.0,0.0,0.0,15.0,57.0,0.0,0.0,5.2,5.1,5.2,5.1,1.0,0.0,3.0,293.0,293.0
362.0,753.0,289.0,13.0,0.0,363.0,7.0,672.0,0.0,0.0,5.7,6.4,5.7,6.4,1.0,0.0,12.0,4301.0,4301.0
363.0,421.0,177.0,22.0,217.0,0.0,5.0,421.0,-0.0,0.0,39.9,39.9,39.9,39.9,1.0,0.0,16.0,16788.0,16788.0
364.0,59.0,30.0,11.0,3.0,21.0,0.0,65.0,0.0,0.0,9.6,8.7,11.6,10.5,1.0,0.0,3.0,682.0,566.0
365.0,409.0,42.0,201.0,39.0,67.0,60.0,409.0,0.0,0.0,6.5,6.5,6.5,6.5,2.0,0.0,11.0,2672.0,2672.0
366.0,115.0,21.0,90.0,4.0,0.0,0.0,94.0,21.0,0.0,16.3,16.3,16.3,16.3,2.0,0.0,12.0,1869.0,1869.0
367.0,93.0,58.0,20.0,4.0,10.0,0.0,22.0,70.0,0.0,8.6,8.724840867146709,10.4,10.5,1.0,0.0,3.0,967.0,803.0
368.0,71.0,30.0,15.0,12.0,7.0,5.0,0.0,69.0,0.0,56.6,58.2,68.2,70.2,1.0,0.0,7.0,4842.0,4019.0
369.0,971.0,345.0,42.0,249.0,150.0,10.0,796.0,0.0,0.0,5.0,6.1,6.0,7.4,1.0,0.0,14.0,5864.0,4867.0
370.0,74.0,15.0,7.0,42.0,0.0,10.0,74.0,0.0,0.0,42.3,42.3,42.3,42.3,1.0,0.0,17.0,3132.0,3132.0
371.0,81.0,18.0,4.0,25.0,21.0,10.0,25.0,30.0,23.0,1.1,1.1,1.3,1.4,1.0,0.0,1.0,107.0,89.0
372.0,106.0,6.0,33.0,19.0,0.0,55.0,113.0,0.0,0.0,10.6,10.0,12.8,12.0,1.0,0.0,7.0,1357.0,1126.0
373.0,1168.0,516.0,240.0,176.0,314.0,10.0,1256.0,0.0,0.0,1.3,1.2,1.3,1.2,3.0,0.0,8.0,1538.0,1538.0
374.0,1021.0,392.0,119.0,235.0,166.0,47.0,959.0,0.0,0.0,6.6,7.6,6.6,7.6,1.0,0.0,11.0,7263.0,7263.0
375.0,67.0,10.0,18.0,31.0,0.0,0.0,0.0,59.0,0.0,57.5,65.3,69.3,78.7,1.0,0.0,2.0,4642.0,3853.0
376.0,1256.0,270.0,121.0,450.0,90.0,50.0,981.0,0.0,0.0,23.0,29.4,41.0,52.5,1.0,0.0,28.0,51527.0,28855.0
377.0,72.0,67.0,5.0,0.0,0.0,0.0,6.0,66.0,0.0,17.3,17.3,20.9,20.9,1.0,0.0,15.0,1504.0,1248.0
378.0,777.0,287.0,159.0,38.0,147.0,45.0,676.0,0.0,0.0,19.4,22.2,22.2,25.6,2.0,0.0,13.0,17286.0,15039.0
379.0,131.0,30.0,33.0,18.0,35.0,12.0,128.0,0.0,0.0,37.8,38.6,45.5,46.6,1.0,0.0,13.0,5960.0,4947.0
380.0,134.0,78.0,0.0,0.0,63.0,0.0,141.0,0.0,0.0,15.1,14.3,18.2,17.3,1.0,0.0,8.0,2433.0,2019.0
381.0,826.0,255.0,295.0,72.0,157.0,0.0,779.0,0.0,0.0,6.5,6.9,6.5,6.9,1.0,0.0,42.0,5400.0,5400.0
382.0,3180.0,916.0,538.0,295.0,969.0,0.0,2718.0,0.0,0.0,10.4,12.2,10.4,12.2,4.0,0.0,36.0,33028.0,33028.0
383.0,324.0,175.0,108.0,29.0,17.0,5.0,334.0,0.0,0.0,15.7,15.2,15.7,15.2,1.0,0.0,13.0,5078.0,5078.0
384.0,220.0,132.0,45.0,30.0,7.0,0.0,49.0,165.0,0.0,3.2,3.3,3.2,3.3,1.0,0.0,3.0,701.0,701.0
385.0,258.0,34.0,89.0,6.0,63.0,49.0,241.0,0.0,0.0,2.9,3.1,2.9,3.1,1.0,0.0,12.0,736.0,736.0
386.0,139.0,25.0,19.0,6.0,29.0,60.0,139.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,0.0,7.0,976.0,976.0
387.0,274.0,70.0,123.0,57.0,28.0,30.0,308.0,0.0,0.0,4.3,3.8,4.3,3.8,2.0,0.0,4.0,1167.0,1167.0
388.0,231.0,0.0,86.0,0.0,50.0,130.0,266.0,0.0,0.0,16.3,14.1,16.3,14.1,4.0,0.0,12.0,3762.0,3762.0
389.0,126.0,58.0,15.0,6.0,21.0,40.0,22.0,118.0,0.0,4.9,4.447076871439696,4.9,4.4,2.0,0.0,5.0,619.0,619.0
390.0,93.0,0.0,70.0,0.0,15.0,10.0,0.0,95.0,0.0,11.8,11.6,14.3,14.0,1.0,0.0,8.0,1327.0,1101.0
391.0,1825.0,594.0,569.0,192.0,259.0,60.0,1674.0,0.0,0.0,0.7,0.7,0.7,0.7,1.0,0.0,15.0,1210.0,1210.0
392.0,500.0,229.0,31.0,130.0,60.0,0.0,170.0,227.0,53.0,11.8,13.1,14.2,15.7,1.0,0.0,8.0,7080.0,5876.0
393.0,373.0,129.0,96.0,21.0,105.0,50.0,389.0,12.0,0.0,6.4,6.0,6.4,6.0,2.0,0.0,10.0,2395.0,2395.0
394.0,330.0,179.0,26.0,64.0,110.0,0.0,379.0,0.0,0.0,3.2,2.8,3.2,2.8,1.0,0.0,10.0,1050.0,1050.0
395.0,57.0,27.0,28.0,0.0,0.0,0.0,0.0,55.0,0.0,30.5,31.7,36.8,38.1,1.0,0.0,4.0,2098.0,1741.0
396.0,127.0,61.0,0.0,20.0,44.0,0.0,13.0,98.0,14.0,12.4,12.6,15.0,15.2,1.0,0.0,4.0,1902.0,1579.0
397.0,1362.0,579.0,291.0,171.0,378.0,0.0,1419.0,0.0,0.0,2.3,2.3,2.3,2.3,3.0,0.0,11.0,3193.0,3193.0
398.0,1463.0,780.0,119.0,223.0,371.0,0.0,1493.0,0.0,0.0,24.6,24.1,24.6,24.1,4.0,0.0,23.0,36046.0,36046.0
399.0,148.0,12.0,49.0,36.0,28.0,15.0,140.0,0.0,0.0,23.2,24.6,28.0,29.6,1.0,0.0,3.0,4141.0,3437.0
400.0,474.0,71.0,24.0,343.0,21.0,15.0,41.0,433.0,0.0,3.9,3.9,3.9,3.9,1.0,0.0,6.0,1829.0,1829.0
401.0,77.0,24.0,18.0,21.0,14.0,0.0,18.0,59.0,0.0,5.3,5.3,6.4,6.4,1.0,0.0,10.0,492.0,408.0
402.0,213.0,105.0,67.0,41.0,0.0,0.0,52.0,161.0,0.0,3.8,3.8,3.8,3.8,1.0,0.0,2.0,801.0,801.0
403.0,175.0,22.0,53.0,0.0,100.0,0.0,59.0,116.0,0.0,3.4,3.4,3.4,3.4,2.0,0.0,6.0,597.0,597.0
404.0,360.0,122.0,98.0,54.0,62.0,0.0,336.0,0.0,0.0,2.1,2.3,2.1,2.3,1.0,0.0,18.0,763.0,763.0
405.0,331.0,84.0,0.0,12.0,0.0,284.0,156.0,96.0,128.0,3.7,3.3,3.7,3.3,2.0,0.0,5.0,1238.0,1238.0
406.0,285.0,48.0,187.0,15.0,35.0,25.0,310.0,0.0,0.0,4.4,4.0,4.4,4.0,2.0,0.0,7.0,1249.0,1249.0
407.0,187.0,72.0,32.0,10.0,44.0,5.0,4.0,159.0,0.0,73.5,84.4,84.5,97.0,2.0,0.0,3.0,15807.0,13752.0
408.0,502.0,120.0,32.0,89.0,83.0,120.0,444.0,0.0,0.0,18.5,20.9,18.5,20.9,1.0,0.0,14.0,9296.0,9296.0
409.0,303.0,0.0,266.0,0.0,0.0,25.0,0.0,291.0,0.0,1.1,1.1,1.3,1.4,1.0,0.0,1.0,396.0,329.0
410.0,174.0,105.0,83.0,0.0,0.0,5.0,98.0,35.0,60.0,17.7,16.0,17.7,16.0,2.0,0.0,17.0,3088.0,3088.0
411.0,44.0,14.0,0.0,16.0,17.0,5.0,49.0,3.0,0.0,8.6,7.3,8.6,7.3,4.0,0.0,2.0,380.0,380.0
412.0,387.0,88.0,221.0,37.0,34.0,0.0,18.0,362.0,0.0,6.0,6.1,7.3,7.4,1.0,0.0,7.0,2811.0,2333.0
413.0,406.0,18.0,374.0,27.0,0.0,0.0,21.0,398.0,0.0,5.2,5.0,5.2,5.0,2.0,0.0,19.0,2109.0,2109.0
414.0,496.0,198.0,109.0,67.0,90.0,60.0,524.0,0.0,0.0,20.3,19.2,23.4,22.1,2.0,0.0,14.0,11586.0,10080.0
415.0,116.0,34.0,38.0,4.0,30.0,0.0,33.0,73.0,0.0,4.8,5.2,4.8,5.2,1.0,0.0,2.0,553.0,553.0
416.0,53.0,17.0,17.0,0.0,24.0,5.0,63.0,0.0,0.0,6.7,5.6,6.7,5.6,2.0,0.0,16.0,354.0,354.0
417.0,209.0,42.0,145.0,10.0,43.0,0.0,225.0,15.0,0.0,0.9,0.8,0.9,0.8,1.0,0.0,2.0,190.0,190.0
418.0,903.0,336.0,134.0,158.0,148.0,100.0,387.0,303.0,186.0,6.1,6.3,7.3,7.5,1.0,0.0,11.0,6605.0,5482.0
419.0,469.0,71.0,170.0,15.0,67.0,96.0,419.0,-0.0,0.0,6.8,7.6,8.2,9.2,1.0,0.0,11.0,3845.0,3191.0
250.0,1894.0,187.0,1241.0,143.0,156.0,10.0,966.0,696.0,75.0,2.1,2.3,2.1,2.3,2.0,0.0,12.0,3986.0,3986.0
421.0,215.0,108.0,0.0,94.0,7.0,0.0,76.0,133.0,0.0,2.6,2.7,2.6,2.7,1.0,0.0,7.0,560.0,560.0
422.0,82.0,38.0,9.0,20.0,14.0,0.0,29.0,52.0,0.0,1.0,1.0,1.2,1.2,1.0,0.0,2.0,96.0,80.0
423.0,1694.0,391.0,469.0,385.0,210.0,85.0,1540.0,0.0,0.0,4.6,5.1,4.6,5.1,1.0,0.0,16.0,7816.0,7816.0
424.0,81.0,24.0,22.0,20.0,10.0,0.0,64.0,4.0,8.0,24.7,26.3,29.8,31.7,1.0,0.0,5.0,2412.0,2002.0
425.0,297.0,150.0,7.0,132.0,0.0,0.0,13.0,264.0,12.0,5.2,5.4,5.2,5.4,1.0,0.0,6.0,1557.0,1557.0
426.0,280.0,161.0,91.0,0.0,10.0,0.0,262.0,0.0,0.0,5.1,5.4,5.1,5.4,4.0,0.0,7.0,1417.0,1417.0
427.0,56.0,19.0,5.0,16.0,10.0,0.0,29.0,21.0,0.0,22.3,24.9,26.8,30.0,1.0,0.0,5.0,1501.0,1246.0
428.0,492.0,114.0,97.0,157.0,49.0,75.0,248.0,244.0,0.0,8.5,8.5,8.5,8.5,1.0,0.0,11.0,4158.0,4158.0
429.0,426.0,127.0,122.0,54.0,87.0,20.0,31.0,352.0,27.0,1.5,1.6,1.8,1.9,1.0,0.0,2.0,778.0,646.0
430.0,499.0,262.0,42.0,60.0,90.0,0.0,155.0,299.0,0.0,4.6,5.1,4.6,5.1,1.0,0.0,10.0,2310.0,2310.0
431.0,60.0,9.0,32.0,12.0,7.0,0.0,60.0,0.0,0.0,16.545008308793584,16.5,18.4,18.4,1.0,0.0,5.0,1102.0,992.0
432.0,362.0,152.0,68.0,41.0,72.0,15.0,348.0,0.0,0.0,19.6,20.4,23.6,24.5,1.0,0.0,6.0,8543.0,7091.0
433.0,363.0,169.0,23.0,115.0,42.0,0.0,82.0,267.0,0.0,9.48318585039843,9.8,11.4,11.8,1.0,0.0,5.0,4134.0,3431.0
434.0,53.0,24.0,0.0,24.0,0.0,0.0,0.0,48.0,0.0,19.0,21.0,22.9,25.3,1.0,0.0,3.0,1213.0,1007.0
435.0,17518.0,9404.0,1221.0,0.0,2955.0,0.0,13580.0,0.0,0.0,3.1,4.0,3.1,4.0,1.0,0.0,14.0,54620.0,54620.0
436.0,199.0,82.0,92.0,13.0,10.0,0.0,20.0,100.0,77.0,4.4,4.4,5.3,5.3,1.0,0.0,2.0,1049.0,871.0
437.0,2171.0,534.0,319.0,323.0,87.0,0.0,209.0,984.0,70.0,9.1,15.6,9.1,15.6,1.0,0.0,8.0,19699.0,19699.0
438.0,220.0,90.0,19.0,64.0,39.0,0.0,12.0,200.0,0.0,8.8,9.1,10.6,11.0,1.0,0.0,4.0,2325.0,1930.0
439.0,1355.0,535.0,428.0,58.0,224.0,10.0,1255.0,0.0,0.0,5.5,6.0,5.5,6.0,1.0,0.0,26.0,7505.0,7505.0
440.0,374.0,170.0,4.0,88.0,126.0,10.0,398.0,0.0,0.0,0.8,0.8,1.0,0.9,1.0,0.0,2.0,363.0,300.0
441.0,62.0,51.0,0.0,0.0,10.0,5.0,66.0,0.0,0.0,5.6,5.3,6.8,6.4,1.0,0.0,3.0,420.0,349.0
442.0,311.0,11.0,217.0,3.0,36.0,57.0,324.0,0.0,0.0,6.6,6.3,7.9,7.6,1.0,0.0,6.0,2455.0,2038.0
443.0,132.0,32.0,15.0,13.0,31.0,45.0,136.0,0.0,0.0,4.6,4.4,5.5,5.3,1.0,0.0,6.0,724.0,601.0
444.0,135.0,60.0,17.0,0.0,70.0,0.0,0.0,147.0,0.0,4.9,4.5,4.9,4.5,2.0,0.0,15.0,667.0,667.0
445.0,79.0,16.0,34.0,0.0,28.0,10.0,81.0,7.0,0.0,45.4,40.7,54.7,49.1,1.0,0.0,5.0,4319.0,3585.0
446.0,155.0,75.0,28.0,10.0,29.0,0.0,14.0,128.0,0.0,12.4,13.5,14.9,16.3,1.0,0.0,4.0,2308.0,1916.0
447.0,965.0,433.0,234.0,148.0,245.0,0.0,1060.0,0.0,0.0,3.8,3.4,4.1,3.7,1.0,0.0,30.0,3930.0,3655.0
448.0,296.0,27.0,166.0,48.0,21.0,50.0,312.0,0.0,0.0,18.4,17.4,18.4,17.4,2.0,0.0,10.0,5432.0,5432.0
449.0,56.0,3.0,19.0,10.0,24.0,0.0,56.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,6.0,170.0,170.0
450.0,206.0,88.0,23.0,31.0,35.0,0.0,73.0,104.0,0.0,8.8,10.3,10.7,12.4,1.0,0.0,8.0,2196.0,1823.0
451.0,651.0,104.0,385.0,16.0,49.0,27.0,581.0,0.0,0.0,5.5,6.2,6.7,7.5,1.0,0.0,4.0,4352.0,3612.0
452.0,2323.0,804.0,332.0,0.0,947.0,240.0,636.0,1552.0,135.0,1.7,1.7,1.7,1.7,2.0,0.0,6.0,3981.0,3981.0
453.0,146.0,46.0,0.0,50.0,41.0,0.0,44.0,93.0,0.0,13.6,14.5,16.4,17.4,1.0,0.0,6.0,2390.0,1984.0
454.0,284.0,49.0,83.0,75.0,51.0,5.0,80.0,183.0,0.0,12.8,13.9,15.5,16.7,1.0,0.0,5.0,4393.0,3887.0
455.0,249.0,47.0,26.0,80.0,84.0,0.0,237.0,0.0,0.0,15.3,16.0,15.3,16.0,2.0,0.0,9.0,3800.0,3800.0
456.0,32.0,4.0,7.0,0.0,0.0,30.0,41.0,0.0,0.0,15.6,12.1,15.6,12.1,1.0,0.0,3.0,498.0,498.0
457.0,1908.0,401.0,1216.0,155.0,107.0,10.0,1889.0,0.0,0.0,14.2,14.3,14.2,14.3,3.0,0.0,48.0,27000.0,27000.0
458.0,253.0,56.0,149.0,0.0,24.0,24.0,76.0,177.0,0.0,6.7,6.7,6.7,6.7,1.0,0.0,7.0,1694.0,1694.0
459.0,184.0,53.0,21.0,43.0,38.0,15.0,170.0,0.0,0.0,16.0,17.4,18.424200679164343,20.0,2.0,0.0,4.0,3393.0,2952.0
460.0,76.0,60.0,12.0,0.0,0.0,0.0,0.0,72.0,0.0,4.9,5.2,5.9,6.3,1.0,0.0,1.0,451.0,374.0
461.0,276.0,108.0,5.0,75.0,56.0,0.0,177.0,53.0,14.0,1.1,1.2,1.1,1.2,1.0,0.0,4.0,300.0,300.0
462.0,3471.0,1327.0,257.0,534.0,995.0,42.0,3155.0,0.0,0.0,2.2,2.4,2.2,2.4,4.0,0.0,17.0,7575.0,7575.0
463.0,380.0,67.0,103.0,77.0,98.0,20.0,365.0,0.0,0.0,8.7,9.1,10.5,11.0,1.0,0.0,9.0,4002.0,3322.0
464.0,155.0,18.0,0.0,69.0,14.0,47.0,148.0,0.0,0.0,33.5,35.1,33.5,35.1,1.0,0.0,8.0,5196.0,5196.0
465.0,327.0,64.0,142.0,21.0,0.0,100.0,327.0,0.0,-0.0,7.8,7.8,7.8,7.8,2.0,0.0,16.0,2566.0,2566.0
466.0,193.0,82.0,80.0,50.0,14.0,0.0,41.0,182.0,3.0,8.7,7.5,10.5,9.0,1.0,0.0,5.0,2031.0,1686.0
467.0,1108.0,279.0,20.0,314.0,273.0,30.0,916.0,0.0,0.0,22.6,27.4,24.3,29.4,1.0,0.0,6.0,26940.0,25054.0
468.0,363.0,168.0,10.0,92.0,77.0,5.0,0.0,352.0,0.0,0.3,0.3,0.4,0.4,1.0,0.0,10.0,141.0,117.0
469.0,249.0,144.0,104.0,6.0,14.0,0.0,268.0,0.0,0.0,2.0,1.9,2.0,1.9,1.0,0.0,3.0,500.0,500.0
470.0,769.0,265.0,195.0,235.0,52.0,0.0,178.0,557.0,12.0,16.3,16.8,16.3,16.8,1.0,0.0,8.0,12551.0,12551.0
471.0,137.0,54.0,42.0,30.0,7.0,0.0,97.0,36.0,0.0,2.9,3.0,2.9,3.0,1.0,0.0,3.0,399.0,399.0
472.0,579.0,215.0,81.0,109.0,112.0,0.0,517.0,0.0,0.0,1.4,1.5,1.4,1.5427139011150468,1.0,0.0,7.0,784.0,784.0
473.0,133.0,39.0,0.0,41.0,24.0,20.0,124.0,0.0,0.0,15.9,17.0,18.3,19.6,2.0,0.0,6.0,2428.0,2112.0
474.0,78.0,7.0,44.0,6.0,21.0,0.0,22.0,46.0,10.0,7.7,8.8,8.8,10.1,2.0,0.0,3.0,690.0,600.0
475.0,101.0,12.0,31.0,3.0,50.0,0.0,65.0,28.0,3.0,4.5,4.7,4.5,4.7,1.0,0.0,2.0,450.0,450.0
476.0,1222.0,503.0,333.0,173.0,150.0,5.0,1164.0,0.0,0.0,4.7,5.0,4.7,5.0,1.0,0.0,20.0,5800.0,5800.0
477.0,1093.0,486.0,277.0,126.0,147.0,5.0,788.0,253.0,0.0,2.3,2.4581394048471434,2.3,2.5,2.0,0.0,7.0,2565.0,2565.0
478.0,222.0,41.0,57.0,18.0,81.0,25.0,222.0,0.0,0.0,10.7,10.6,10.7,10.6,2.0,0.0,4.0,2385.0,2385.0
479.0,2067.0,1056.0,658.0,45.0,303.0,5.0,1510.0,557.0,0.0,5.0,5.0,5.0,5.0,2.0,0.0,21.0,10398.0,10398.0
480.0,162.0,65.0,31.0,22.0,38.0,0.0,141.0,15.0,0.0,19.6,22.0,23.6,26.5,1.0,0.0,10.0,4137.0,3434.0
481.0,230.0,180.0,12.0,41.0,14.0,0.0,247.0,0.0,0.0,1.7,1.6,6.0,5.6,1.0,0.0,7.0,1379.0,400.0
482.0,104.0,32.0,5.0,40.0,28.0,10.0,115.0,0.0,0.0,3.3,2.9,4.9,4.5,4.0,0.0,2.0,512.0,338.0
483.0,177.0,24.0,79.0,6.0,42.0,60.0,211.0,0.0,0.0,16.0,13.4,16.0,13.4,2.0,0.0,17.0,2835.0,2835.0
484.0,62.0,33.0,0.0,12.0,10.0,0.0,22.0,33.0,0.0,9.6,10.8,11.5,13.0,1.0,0.0,2.0,716.0,594.0
485.0,487.0,146.0,238.0,53.0,24.0,12.0,45.0,428.0,0.0,2.1,2.2,2.1,2.2,1.0,0.0,6.0,1017.0,1017.0
486.0,177.0,40.0,12.0,27.0,38.0,60.0,177.0,0.0,0.0,4.5,4.5,5.4,5.4,1.0,0.0,8.0,951.0,789.0
487.0,105.0,34.0,66.0,10.0,37.0,15.0,162.0,0.0,0.0,7.4,4.8,7.4,4.8,1.0,0.0,3.0,774.0,774.0
488.0,140.0,43.0,68.0,3.0,57.0,0.0,171.0,0.0,0.0,4.6,3.7,4.6,3.7,4.0,0.0,2.0,640.0,640.0
489.0,230.0,81.0,49.0,37.0,58.0,0.0,225.0,0.0,0.0,2.2,2.2,2.2,2.2,1.0,0.0,4.0,500.0,500.0
490.0,236.0,102.0,84.0,52.0,0.0,0.0,238.0,0.0,0.0,2.5,2.5,2.8,2.8,1.0,0.0,10.0,668.0,601.0
491.0,846.0,322.0,56.0,112.0,234.0,5.0,729.0,0.0,0.0,19.1,22.2,19.1,22.2,1.0,0.0,13.0,16179.0,16179.0
492.0,139.0,18.0,21.0,30.0,70.0,0.0,139.0,0.0,0.0,17.6,17.6,17.6,17.6,2.0,0.0,6.0,2446.0,2446.0
493.0,51.0,12.0,27.0,0.0,0.0,7.0,7.0,39.0,0.0,6.6,7.3,6.6,7.3,1.0,0.0,3.0,338.0,338.0
494.0,195.0,57.0,32.0,12.0,140.0,0.0,241.0,0.0,0.0,9.2,7.4,11.0,8.9,1.0,0.0,9.0,2152.0,1786.0
495.0,51.0,32.0,0.0,16.0,7.0,0.0,0.0,55.0,0.0,17.6,16.3,21.2,19.7,1.0,0.0,3.0,1083.0,899.0
496.0,1106.0,410.0,267.0,108.0,152.0,25.0,962.0,0.0,0.0,15.0,17.2,17.2,19.8,2.0,0.0,20.0,19034.0,16560.0
497.0,99.0,13.0,32.0,3.0,42.0,5.0,95.0,0.0,0.0,5.3,5.5,6.4,6.7,1.0,0.0,4.0,634.0,526.0
498.0,56.0,24.0,0.0,9.0,14.0,0.0,47.0,0.0,0.0,7.9,9.4,7.9,9.4,2.0,0.0,6.0,440.0,440.0
499.0,213.0,123.0,91.0,28.0,0.0,-0.0,36.0,206.0,0.0,10.3,9.0,10.3,9.0,1.0,0.0,7.0,2185.0,2185.0
