Culture,Criticality,Criticality Modifier,Initial Known,InterDependency,Dynamism,Size,Plan,Team Size,Cost-,Score:,Completion+,Idle-
0.0,1.0,7.0,1.0,84.0,7.0,0.0,0.0,15.0,520.0,0.944432861,0.888888889,0.0
0.0,1.0,7.0,1.0,89.0,6.0,0.0,4.0,15.0,328.0,0.9206713387999998,0.76,0.269230769
0.0,1.0,3.0,1.0,99.0,7.0,1.0,3.0,14.0,216.0,0.941465846,0.965517241,0.2
0.0,1.0,6.0,1.0,93.0,6.0,0.0,1.0,12.0,500.0,0.937101577,1.0,0.428571429
0.0,1.0,3.0,1.0,94.0,2.0,1.0,3.0,15.0,314.0,0.988904137,0.848484848,0.0
0.0,1.0,2.0,1.0,91.0,1.0,0.0,3.0,15.0,147.0,0.955091013,0.8125,0.071428571
0.0,1.0,3.0,1.0,93.0,2.0,0.0,2.0,13.0,217.0,0.920827614,0.909090909,0.473684211
0.0,1.0,6.0,1.0,83.0,2.0,1.0,4.0,17.0,675.0,0.990241814,0.923076923,0.04
0.0,1.0,6.0,1.0,80.0,8.0,0.0,1.0,17.0,198.0,0.917737522,1.0,0.181818182
0.0,1.0,6.0,1.0,88.0,1.0,1.0,4.0,14.0,444.0,0.952294293,0.861111111,0.194805195
0.0,1.0,6.0,1.0,97.0,7.0,1.0,4.0,17.0,732.0,0.963279551,0.555555556,0.0
0.0,1.0,7.0,1.0,99.0,8.0,1.0,2.0,14.0,603.0,0.917757754,0.833333333,0.1
0.0,1.0,7.0,1.0,88.0,9.0,1.0,0.0,16.0,605.0,0.861874603,0.901639344,0.112903226
0.0,1.0,2.0,1.0,98.0,6.0,0.0,0.0,16.0,203.0,0.869842438,1.0,0.506493506
0.0,1.0,4.0,1.0,92.0,8.0,0.0,3.0,10.0,213.0,0.90202325,0.857142857,0.5
0.0,1.0,2.0,1.0,88.0,4.0,1.0,4.0,13.0,180.0,0.953111807,0.976744186,0.16
0.0,1.0,3.0,1.0,83.0,6.0,0.0,0.0,19.0,246.0,0.840832945,0.948717949,0.350877193
0.0,1.0,6.0,1.0,83.0,8.0,0.0,3.0,18.0,496.0,0.927246433,0.9,0.0
0.0,1.0,5.0,1.0,85.0,6.0,1.0,0.0,14.0,581.0,0.908219934,0.97826087,0.296875
0.0,1.0,3.0,1.0,89.0,9.0,1.0,3.0,18.0,373.0,0.877674231,0.903846154,0.453488372
0.0,1.0,4.0,1.0,95.0,4.0,1.0,2.0,14.0,504.0,0.946194297,0.837837838,0.162162162
0.0,1.0,7.0,1.0,87.0,2.0,1.0,2.0,19.0,492.0,0.973425273,0.925925926,0.489795918
0.0,1.0,7.0,1.0,81.0,3.0,0.0,3.0,14.0,408.0,0.946268365,0.888888889,0.428571429
0.0,1.0,6.0,1.0,92.0,7.0,1.0,3.0,19.0,854.0,0.924032413,0.892857143,0.137931034
0.0,1.0,5.0,1.0,95.0,4.0,1.0,0.0,19.0,542.0,0.930599611,0.933333333,0.151515152
0.0,1.0,4.0,1.0,81.0,3.0,1.0,4.0,16.0,394.0,0.976097688,0.771428571,0.0
0.0,1.0,4.0,1.0,98.0,8.0,1.0,2.0,13.0,551.0,0.909126441,0.951219512,0.277777778
0.0,1.0,7.0,1.0,86.0,5.0,1.0,3.0,18.0,658.0,0.957487937,0.84375,0.0
0.0,1.0,5.0,1.0,91.0,6.0,0.0,3.0,19.0,196.0,0.940148194,0.888888889,0.368421053
0.0,1.0,7.0,1.0,97.0,5.0,0.0,0.0,14.0,568.0,0.913971102,0.888888889,0.36
0.0,1.0,3.0,1.0,94.0,2.0,1.0,3.0,12.0,307.0,0.988655429,0.566037736,0.0
0.0,1.0,3.0,1.0,97.0,1.0,1.0,4.0,17.0,270.0,0.919335708,0.93220339,0.43877551
0.0,1.0,5.0,1.0,95.0,3.0,1.0,4.0,15.0,571.0,0.916122593,0.953488372,0.414285714
0.0,1.0,5.0,1.0,89.0,8.0,0.0,3.0,16.0,325.0,0.9413594984,0.96,0.294117647
0.0,1.0,6.0,1.0,84.0,6.0,1.0,4.0,18.0,602.0,0.919551422,1.0,0.428571429
0.0,1.0,5.0,1.0,88.0,1.0,0.0,2.0,15.0,303.0,0.915712589,1.0,0.545454545
0.0,1.0,2.0,1.0,96.0,7.0,0.0,0.0,16.0,154.0,0.909738497,1.0,0.125
0.0,1.0,6.0,1.0,94.0,5.0,0.0,0.0,13.0,510.0,0.892365582,0.9,0.142857143
0.0,1.0,2.0,1.0,88.0,8.0,1.0,1.0,14.0,210.0,0.867158783,0.928571429,0.535714286
0.0,1.0,3.0,1.0,81.0,1.0,1.0,1.0,14.0,270.0,0.96895031,0.769230769,0.0
0.0,1.0,4.0,1.0,93.0,1.0,0.0,4.0,10.0,299.0,0.962026132,1.0,0.3
0.0,1.0,5.0,1.0,91.0,2.0,1.0,4.0,13.0,364.0,0.9286882962,0.951219512,0.390625
0.0,1.0,2.0,1.0,87.0,5.0,1.0,0.0,13.0,169.0,0.93177632,0.92,0.245901639
0.0,1.0,5.0,1.0,91.0,9.0,1.0,4.0,18.0,571.0,0.863686997,0.955555556,0.283333333
0.0,1.0,5.0,1.0,85.0,5.0,0.0,3.0,12.0,363.0,0.953186469,0.875,0.3
0.0,1.0,3.0,1.0,81.0,7.0,0.0,3.0,16.0,206.0,0.9283460176,1.0,0.375
0.0,1.0,4.0,1.0,86.0,1.0,0.0,2.0,14.0,189.0,0.9548461284,0.916666667,0.5
0.0,1.0,2.0,1.0,93.0,8.0,0.0,2.0,13.0,94.0,0.848617621,0.846153846,0.083333333
0.0,1.0,7.0,1.0,89.0,3.0,1.0,3.0,18.0,1012.0,0.965059317,0.771428571,0.0
0.0,1.0,5.0,1.0,86.0,2.0,0.0,1.0,15.0,258.0,0.970080504,0.769230769,0.0
0.0,1.0,2.0,1.0,87.0,7.0,1.0,2.0,18.0,141.0,0.920346087,0.888888889,0.157894737
0.0,1.0,3.0,1.0,94.0,1.0,1.0,4.0,15.0,415.0,0.936558864,0.941176471,0.466666667
0.0,1.0,4.0,1.0,81.0,3.0,0.0,1.0,15.0,261.0,0.95548446,0.866666667,0.35
0.0,1.0,4.0,1.0,94.0,2.0,1.0,0.0,10.0,188.0,0.982235944,0.823529412,0.066666667
0.0,1.0,7.0,1.0,98.0,9.0,1.0,1.0,10.0,849.0,0.827141117,0.847826087,0.409090909
0.0,1.0,2.0,1.0,83.0,8.0,0.0,1.0,16.0,154.0,0.950473241,0.772727273,0.0
0.0,1.0,4.0,1.0,82.0,4.0,1.0,2.0,12.0,551.0,0.955864316,0.9,0.27027027
0.0,1.0,2.0,1.0,91.0,5.0,0.0,0.0,10.0,163.0,0.979078335,0.875,0.0
0.0,1.0,4.0,1.0,91.0,5.0,1.0,3.0,15.0,382.0,0.969058787,0.794871795,0.0
0.0,1.0,2.0,1.0,98.0,9.0,1.0,2.0,15.0,147.0,0.821092007,0.959183673,0.364864865
0.0,1.0,6.0,1.0,99.0,4.0,1.0,4.0,19.0,514.0,0.915024252,0.888888889,0.2
0.0,1.0,3.0,1.0,83.0,3.0,1.0,4.0,18.0,235.0,0.947198004,0.947368421,0.181818182
0.0,1.0,5.0,1.0,88.0,4.0,0.0,0.0,12.0,413.0,0.921765888,0.857142857,0.142857143
0.0,1.0,7.0,1.0,85.0,4.0,1.0,3.0,10.0,747.0,0.921338129,0.945945946,0.239130435
0.0,1.0,7.0,1.0,91.0,7.0,0.0,3.0,17.0,315.0,0.939610251,0.75,0.142857143
0.0,1.0,4.0,1.0,95.0,7.0,1.0,3.0,19.0,440.0,0.910915541,0.910714286,0.105263158
0.0,1.0,4.0,1.0,93.0,6.0,1.0,4.0,18.0,310.0,0.902244081,0.928571429,0.293478261
0.0,1.0,7.0,1.0,84.0,7.0,0.0,2.0,15.0,342.0,0.9037156438,0.75,0.333333333
0.0,1.0,6.0,1.0,83.0,2.0,0.0,2.0,14.0,265.0,0.97235878,1.0,0.384615385
0.0,1.0,3.0,1.0,97.0,8.0,0.0,2.0,17.0,166.0,0.914672089,0.9375,0.464285714
0.0,1.0,5.0,1.0,88.0,9.0,0.0,3.0,14.0,420.0,0.957711984,0.857142857,0.4
0.0,1.0,3.0,1.0,87.0,7.0,1.0,2.0,15.0,329.0,0.875254695,0.85106383,0.166666667
0.0,1.0,7.0,1.0,83.0,8.0,0.0,0.0,19.0,302.0,0.883168799,0.9,0.5
0.0,1.0,4.0,1.0,96.0,7.0,0.0,1.0,18.0,397.0,0.939124581,0.772727273,0.0
0.0,1.0,3.0,1.0,83.0,8.0,1.0,4.0,14.0,348.0,0.944028395,0.9,0.0
0.0,1.0,2.0,1.0,93.0,2.0,1.0,0.0,10.0,207.0,0.964973984,0.972222222,0.461538462
0.0,1.0,6.0,1.0,88.0,1.0,1.0,0.0,16.0,472.0,0.925359301,0.927536232,0.255813953
0.0,1.0,2.0,1.0,87.0,1.0,0.0,0.0,16.0,115.0,0.928446832,0.9,0.4375
0.0,1.0,2.0,1.0,84.0,3.0,1.0,0.0,11.0,181.0,0.936631637,0.974358974,0.309090909
0.0,1.0,6.0,1.0,87.0,6.0,1.0,2.0,13.0,415.0,0.9244457308000001,0.861538462,0.034482759
0.0,1.0,6.0,1.0,98.0,5.0,1.0,2.0,15.0,486.0,0.957576761,0.785714286,0.0
0.0,1.0,4.0,1.0,82.0,6.0,0.0,1.0,13.0,251.0,0.912871919,0.909090909,0.433962264
0.0,1.0,4.0,1.0,82.0,4.0,0.0,3.0,17.0,218.0,0.937264998,0.857142857,0.571428571
0.0,1.0,5.0,1.0,95.0,5.0,0.0,4.0,11.0,397.0,0.948102661,0.555555556,0.0
0.0,1.0,5.0,1.0,89.0,4.0,1.0,2.0,18.0,440.0,0.942406366,0.970588235,0.131578947
0.0,1.0,3.0,1.0,86.0,7.0,0.0,1.0,18.0,125.0,0.906845302,0.8,0.0
0.0,1.0,6.0,1.0,81.0,6.0,1.0,3.0,18.0,760.0,0.916699604,0.978723404,0.369863014
0.0,1.0,2.0,1.0,82.0,7.0,0.0,4.0,16.0,123.0,0.928248637,0.444444444,0.0
0.0,1.0,6.0,1.0,87.0,2.0,0.0,0.0,19.0,371.0,0.986630783,1.0,0.222222222
0.0,1.0,4.0,1.0,85.0,4.0,0.0,0.0,13.0,249.0,0.975362516,1.0,0.222222222
0.0,1.0,3.0,1.0,97.0,6.0,1.0,2.0,12.0,286.0,0.873684683,0.923076923,0.407407407
0.0,1.0,5.0,1.0,87.0,3.0,1.0,0.0,12.0,339.0,0.972611087,0.68115942,0.0
0.0,1.0,6.0,1.0,89.0,5.0,0.0,3.0,11.0,469.0,0.89631864,0.777777778,0.0
0.0,1.0,7.0,1.0,98.0,8.0,1.0,1.0,15.0,538.0,0.85139715,0.941176471,0.609756098
0.0,1.0,7.0,1.0,93.0,9.0,1.0,2.0,17.0,1018.0,0.913159425,0.901960784,0.06122449
0.0,1.0,4.0,1.0,99.0,1.0,0.0,1.0,16.0,209.0,0.93513503,0.714285714,0.259259259
0.0,1.0,5.0,1.0,90.0,8.0,1.0,2.0,17.0,551.0,0.964014765,0.594594595,0.0
0.0,1.0,7.0,1.0,98.0,9.0,1.0,1.0,10.0,504.0,0.88488987,0.955555556,0.537634409
0.0,1.0,3.0,1.0,80.0,6.0,0.0,0.0,17.0,250.0,0.956087433,1.0,0.416666667
0.0,1.0,7.0,1.0,87.0,5.0,0.0,2.0,18.0,313.0,0.87852327,0.785714286,0.45
0.0,1.0,6.0,1.0,82.0,2.0,0.0,1.0,15.0,361.0,0.969818874,0.875,0.416666667
0.0,1.0,5.0,1.0,98.0,4.0,0.0,0.0,14.0,186.0,0.945330771,0.941176471,0.157894737
0.0,1.0,4.0,1.0,84.0,4.0,0.0,3.0,17.0,240.0,0.950969726,1.0,0.416666667
0.0,1.0,7.0,1.0,91.0,6.0,0.0,1.0,15.0,292.0,0.95983392,0.9,0.4
0.0,1.0,2.0,1.0,83.0,9.0,0.0,1.0,14.0,171.0,0.890868914,0.7,0.16
0.0,1.0,3.0,1.0,85.0,1.0,0.0,3.0,17.0,156.0,0.961314714,0.904761905,0.24
0.0,1.0,4.0,1.0,93.0,8.0,1.0,4.0,12.0,287.0,0.955098569,0.614035088,0.0
0.0,1.0,6.0,1.0,90.0,1.0,1.0,3.0,16.0,784.0,0.976015709,0.923076923,0.076923077
0.0,1.0,4.0,1.0,81.0,5.0,0.0,1.0,17.0,279.0,0.908524794,1.0,0.0
0.0,1.0,6.0,1.0,91.0,1.0,0.0,2.0,18.0,357.0,0.956794579,0.916666667,0.3125
0.0,1.0,2.0,1.0,88.0,4.0,0.0,1.0,12.0,110.0,0.936132385,1.0,0.526315789
0.0,1.0,3.0,1.0,93.0,1.0,0.0,2.0,19.0,171.0,0.961955368,0.826086957,0.05
0.0,1.0,2.0,1.0,92.0,9.0,0.0,2.0,15.0,100.0,0.912667356,0.8,0.142857143
0.0,1.0,4.0,1.0,98.0,6.0,1.0,1.0,12.0,418.0,0.920009094,0.921568627,0.584070796
0.0,1.0,3.0,1.0,95.0,7.0,1.0,3.0,18.0,312.0,0.890582313,0.975609756,0.35483871
0.0,1.0,2.0,1.0,94.0,5.0,0.0,0.0,10.0,102.0,0.944537975,0.909090909,0.285714286
0.0,1.0,3.0,1.0,86.0,2.0,1.0,3.0,13.0,304.0,0.970644736,0.915662651,0.37704918
0.0,1.0,5.0,1.0,97.0,3.0,0.0,3.0,11.0,275.0,0.904673132,1.0,0.619047619
0.0,1.0,7.0,1.0,96.0,4.0,0.0,1.0,10.0,490.0,0.88576358,0.9,0.5
0.0,1.0,4.0,1.0,85.0,2.0,1.0,3.0,12.0,399.0,0.986454722,0.8,0.0
0.0,1.0,2.0,1.0,87.0,7.0,0.0,1.0,15.0,141.0,0.898679623,0.866666667,0.474747475
0.0,1.0,2.0,1.0,85.0,4.0,0.0,4.0,16.0,94.0,0.937215848,0.8,0.368421053
0.0,1.0,3.0,1.0,91.0,1.0,0.0,0.0,10.0,153.0,0.959165109,0.823529412,0.176470588
0.0,1.0,5.0,1.0,84.0,3.0,1.0,2.0,14.0,364.0,0.965314924,0.75,0.0
0.0,1.0,7.0,1.0,84.0,8.0,1.0,4.0,15.0,308.0,0.889581929,0.961904762,0.335526316
0.0,1.0,7.0,1.0,90.0,1.0,0.0,2.0,18.0,580.0,0.961871197,1.0,0.2
0.0,1.0,3.0,1.0,98.0,7.0,1.0,1.0,10.0,351.0,0.865595313,0.852459016,0.324675325
0.0,1.0,4.0,1.0,88.0,5.0,0.0,4.0,14.0,215.0,0.920288989,0.882352941,0.0
0.0,1.0,2.0,1.0,86.0,5.0,0.0,1.0,17.0,109.0,0.90252352,0.842105263,0.272727273
0.0,1.0,2.0,1.0,83.0,2.0,1.0,0.0,10.0,212.0,0.971809156,0.952380952,0.130434783
0.0,1.0,4.0,1.0,94.0,8.0,1.0,2.0,16.0,392.0,0.8730839207999999,0.894736842,0.3625
0.0,1.0,7.0,1.0,85.0,9.0,1.0,3.0,12.0,583.0,0.859223594,0.956521739,0.371428571
0.0,1.0,3.0,1.0,89.0,8.0,0.0,2.0,13.0,183.0,0.902855675,0.916666667,0.52173913
0.0,1.0,7.0,1.0,99.0,3.0,1.0,4.0,14.0,617.0,0.847271773,0.941176471,0.186440678
0.0,1.0,6.0,1.0,80.0,5.0,1.0,3.0,10.0,577.0,0.88741371,1.0,0.474576271
0.0,1.0,4.0,1.0,90.0,9.0,1.0,2.0,18.0,391.0,0.895327883,0.910714286,0.346153846
0.0,1.0,7.0,1.0,87.0,8.0,0.0,4.0,16.0,327.0,0.896742087,0.787878788,0.133333333
0.0,1.0,2.0,1.0,88.0,3.0,0.0,3.0,15.0,98.0,0.934325729,0.875,0.263157895
0.0,1.0,7.0,1.0,89.0,7.0,0.0,4.0,14.0,440.0,0.967724527,0.529411765,0.0
0.0,1.0,7.0,1.0,87.0,9.0,1.0,3.0,12.0,845.0,0.883070916,0.975,0.235294118
0.0,1.0,6.0,1.0,88.0,6.0,0.0,4.0,10.0,381.0,0.9032479734000001,0.95,0.309090909
0.0,1.0,6.0,1.0,84.0,2.0,1.0,2.0,14.0,623.0,0.978137627,0.878787879,0.236842105
0.0,1.0,4.0,1.0,92.0,2.0,1.0,4.0,10.0,552.0,0.963976433,0.977777778,0.476190476
0.0,1.0,3.0,1.0,83.0,5.0,0.0,1.0,14.0,146.0,0.9533562614,0.5,0.0
0.0,1.0,3.0,1.0,93.0,1.0,0.0,1.0,14.0,155.0,0.967509521,0.846153846,0.45
0.0,1.0,6.0,1.0,85.0,4.0,0.0,1.0,10.0,589.0,0.979797886,1.0,0.0
0.0,1.0,5.0,1.0,90.0,1.0,1.0,4.0,13.0,351.0,0.980360839,0.789473684,0.0
0.0,1.0,5.0,1.0,86.0,3.0,1.0,2.0,11.0,349.0,0.9500794086000001,0.880597015,0.048387097
0.0,1.0,3.0,1.0,85.0,9.0,1.0,0.0,12.0,235.0,0.816323789,0.975,0.370967742
0.0,1.0,6.0,1.0,89.0,3.0,1.0,2.0,12.0,762.0,0.925718759,0.936170213,0.301587302
0.0,1.0,3.0,1.0,84.0,9.0,1.0,4.0,18.0,296.0,0.860710284,0.978723404,0.488888889
0.0,1.0,6.0,1.0,90.0,7.0,0.0,4.0,19.0,333.0,0.884805947,0.884615385,0.206896552
0.0,1.0,7.0,1.0,98.0,5.0,0.0,3.0,17.0,312.0,0.861987915,0.947368421,0.217391304
0.0,1.0,6.0,1.0,88.0,7.0,1.0,2.0,14.0,453.0,0.911932899,0.942857143,0.057142857
0.0,1.0,5.0,1.0,87.0,6.0,0.0,0.0,16.0,327.0,0.932640481,0.894736842,0.055555556
0.0,1.0,5.0,1.0,83.0,6.0,0.0,3.0,17.0,319.0,0.9243217988,1.0,0.5
0.0,1.0,5.0,1.0,85.0,9.0,0.0,2.0,12.0,303.0,0.937259016,0.909090909,0.333333333
0.0,1.0,2.0,1.0,97.0,5.0,0.0,4.0,12.0,115.0,0.947929898,0.823529412,0.0
0.0,1.0,2.0,1.0,94.0,4.0,0.0,4.0,17.0,118.0,0.968666162,0.857142857,0.2
0.0,1.0,6.0,1.0,95.0,4.0,1.0,2.0,15.0,751.0,0.90246818,0.976744186,0.44
0.0,1.0,3.0,1.0,83.0,3.0,0.0,2.0,16.0,185.0,0.910855566,0.875,0.461538462
0.0,1.0,3.0,1.0,92.0,7.0,1.0,3.0,10.0,270.0,0.942344539,0.944444444,0.128205128
0.0,1.0,6.0,1.0,92.0,4.0,1.0,0.0,16.0,456.0,0.926468232,0.952380952,0.069767442
0.0,1.0,2.0,1.0,97.0,3.0,0.0,1.0,13.0,180.0,0.96083142,0.857142857,0.538461538
0.0,1.0,5.0,1.0,80.0,7.0,0.0,3.0,10.0,300.0,0.923074543,0.857142857,0.333333333
0.0,1.0,2.0,1.0,89.0,9.0,0.0,3.0,13.0,70.0,0.7499347918000001,0.111111111,0.0
0.0,1.0,5.0,1.0,85.0,8.0,1.0,0.0,14.0,566.0,0.929601932,0.783783784,0.0
0.0,1.0,6.0,1.0,91.0,8.0,0.0,1.0,10.0,380.0,0.924726911,0.933333333,0.6
0.0,1.0,7.0,1.0,99.0,8.0,1.0,4.0,15.0,829.0,0.905578405,0.853658537,0.054054054
0.0,1.0,3.0,1.0,97.0,9.0,0.0,3.0,14.0,217.0,0.830546182,0.928571429,0.380952381
0.0,1.0,6.0,1.0,87.0,5.0,0.0,0.0,15.0,513.0,0.935162094,1.0,0.5
0.0,1.0,7.0,1.0,82.0,3.0,1.0,4.0,15.0,918.0,0.970174959,0.888888889,0.0
0.0,1.0,4.0,1.0,85.0,6.0,1.0,4.0,15.0,347.0,0.91386899,0.9,0.114754098
0.0,1.0,2.0,1.0,93.0,2.0,0.0,2.0,10.0,184.0,0.987751326,0.875,0.0
0.0,1.0,3.0,1.0,90.0,3.0,1.0,4.0,15.0,300.0,0.908473532,0.979166667,0.419753086
0.0,1.0,2.0,1.0,87.0,6.0,0.0,1.0,12.0,145.0,0.899937432,0.857142857,0.666666667
0.0,1.0,6.0,1.0,91.0,5.0,1.0,1.0,17.0,827.0,0.90922171,0.914893617,0.232142857
0.0,1.0,2.0,1.0,98.0,3.0,0.0,4.0,17.0,122.0,0.917639068,0.9,0.307692308
0.0,1.0,2.0,1.0,97.0,2.0,0.0,0.0,12.0,109.0,0.95612111,0.9,0.1
0.0,1.0,5.0,1.0,82.0,9.0,0.0,1.0,10.0,317.0,0.969099861,1.0,0.363636364
0.0,1.0,3.0,1.0,83.0,5.0,0.0,3.0,14.0,146.0,0.938656807,0.714285714,0.0
0.0,1.0,2.0,1.0,92.0,7.0,0.0,3.0,13.0,107.0,0.863809299,0.214285714,0.0
0.0,1.0,5.0,1.0,80.0,7.0,1.0,0.0,10.0,456.0,0.952498189,0.897959184,0.043478261
0.0,1.0,2.0,1.0,91.0,6.0,0.0,4.0,11.0,146.0,0.927585398,0.777777778,0.0
0.0,1.0,2.0,1.0,80.0,6.0,0.0,1.0,13.0,124.0,0.928794066,0.909090909,0.230769231
0.0,1.0,6.0,1.0,83.0,2.0,1.0,4.0,13.0,651.0,0.970902025,0.888888889,0.452054795
0.0,1.0,7.0,1.0,81.0,1.0,0.0,0.0,12.0,282.0,0.948178974,1.0,0.222222222
0.0,1.0,2.0,1.0,81.0,4.0,1.0,3.0,18.0,171.0,0.9507826762,0.756097561,0.0
0.0,1.0,2.0,1.0,91.0,6.0,0.0,4.0,12.0,128.0,0.905225548,1.0,0.5
0.0,1.0,2.0,1.0,88.0,9.0,1.0,4.0,11.0,153.0,0.855136841,0.955555556,0.418918919
0.0,1.0,2.0,1.0,83.0,7.0,0.0,1.0,12.0,141.0,0.891869772,0.857142857,0.076923077
0.0,1.0,3.0,1.0,83.0,7.0,0.0,1.0,12.0,223.0,0.890975809,0.875,0.695652174
0.0,1.0,7.0,1.0,87.0,9.0,1.0,2.0,14.0,409.0,0.925247438,0.32,0.0
0.0,1.0,2.0,1.0,84.0,5.0,0.0,2.0,11.0,151.0,0.957315458,0.888888889,0.111111111
0.0,1.0,3.0,1.0,80.0,5.0,0.0,0.0,12.0,165.0,0.936566771,1.0,0.266666667
0.0,1.0,3.0,1.0,80.0,5.0,0.0,3.0,16.0,278.0,0.917878295,1.0,0.555555556
0.0,1.0,7.0,1.0,84.0,4.0,0.0,1.0,12.0,668.0,0.919269193,0.818181818,0.181818182
0.0,1.0,4.0,1.0,84.0,4.0,0.0,3.0,17.0,439.0,0.951512934,1.0,0.523809524
0.0,1.0,3.0,1.0,86.0,2.0,0.0,2.0,11.0,138.0,0.965438434,1.0,0.576923077
0.0,1.0,6.0,1.0,84.0,7.0,1.0,2.0,17.0,466.0,0.879063384,0.903846154,0.287878788
0.0,1.0,4.0,1.0,80.0,4.0,0.0,1.0,13.0,131.0,0.980343237,0.454545455,0.0
0.0,1.0,4.0,1.0,93.0,6.0,0.0,2.0,15.0,190.0,0.948304514,0.75,0.0
0.0,1.0,2.0,1.0,84.0,4.0,1.0,4.0,13.0,136.0,0.971859837,0.369230769,0.0
0.0,1.0,2.0,1.0,84.0,7.0,1.0,1.0,11.0,223.0,0.87387495,0.913043478,0.475
0.0,1.0,2.0,1.0,93.0,5.0,1.0,0.0,12.0,199.0,0.871343858,0.948717949,0.5375
0.0,1.0,7.0,1.0,93.0,3.0,1.0,2.0,15.0,426.0,0.979865067,0.862745098,0.063829787
0.0,1.0,5.0,1.0,94.0,9.0,1.0,2.0,13.0,532.0,0.898189,0.85,0.028571429
0.0,1.0,4.0,1.0,93.0,9.0,0.0,0.0,17.0,190.0,0.898201271,1.0,0.363636364
0.0,1.0,3.0,1.0,85.0,3.0,0.0,2.0,15.0,217.0,0.912416404,0.9375,0.464285714
0.0,1.0,4.0,1.0,90.0,5.0,1.0,1.0,18.0,405.0,0.909992136,0.916666667,0.431034483
0.0,1.0,4.0,1.0,81.0,6.0,1.0,4.0,12.0,200.0,0.963497095,0.753846154,0.0
0.0,1.0,5.0,1.0,99.0,2.0,1.0,2.0,14.0,443.0,0.988234529,0.745098039,0.0
0.0,1.0,6.0,1.0,89.0,9.0,1.0,1.0,18.0,479.0,0.907235185,1.0,0.260869565
0.0,1.0,6.0,1.0,95.0,4.0,0.0,3.0,16.0,614.0,0.943807026,0.916666667,0.5
0.0,1.0,5.0,1.0,80.0,8.0,0.0,4.0,12.0,227.0,0.881978313,1.0,0.529411765
0.0,1.0,2.0,1.0,99.0,6.0,0.0,1.0,11.0,156.0,0.906955486,1.0,0.55
0.0,1.0,2.0,1.0,96.0,9.0,1.0,0.0,15.0,193.0,0.833036264,0.956521739,0.388888889
0.0,1.0,6.0,1.0,95.0,3.0,1.0,1.0,18.0,702.0,0.925057035,0.939393939,0.544117647
0.0,1.0,7.0,1.0,87.0,5.0,0.0,3.0,12.0,331.0,0.814057,1.0,0.5
0.0,1.0,6.0,1.0,86.0,7.0,0.0,3.0,10.0,409.0,0.807983542,1.0,0.529411765
0.0,1.0,3.0,1.0,87.0,9.0,1.0,0.0,14.0,243.0,0.884207284,0.825396825,0.0
0.0,1.0,5.0,1.0,87.0,7.0,0.0,4.0,13.0,234.0,0.911050969,0.727272727,0.0
0.0,1.0,3.0,1.0,87.0,1.0,0.0,3.0,16.0,198.0,0.900228781,1.0,0.466666667
0.0,1.0,7.0,1.0,94.0,5.0,0.0,4.0,13.0,703.0,0.903643165,0.888888889,0.483870968
0.0,1.0,4.0,1.0,90.0,6.0,0.0,0.0,16.0,90.0,1.0,0.285714286,0.0
0.0,1.0,2.0,1.0,90.0,4.0,1.0,0.0,12.0,184.0,0.937455694,0.94,0.265625
0.0,1.0,6.0,1.0,93.0,8.0,1.0,4.0,12.0,394.0,0.948133999,0.725,0.0
0.0,1.0,4.0,1.0,83.0,8.0,1.0,0.0,16.0,310.0,0.939176766,0.869565217,0.047619048
0.0,1.0,6.0,1.0,89.0,8.0,0.0,4.0,11.0,571.0,0.951243495,0.222222222,0.0
0.0,1.0,7.0,1.0,85.0,6.0,1.0,0.0,15.0,758.0,0.966032691,0.788461538,0.0
0.0,1.0,2.0,1.0,92.0,4.0,1.0,2.0,11.0,207.0,0.971559987,0.695652174,0.0
0.0,1.0,2.0,1.0,84.0,1.0,0.0,3.0,13.0,98.0,0.978785127,0.846153846,0.0
0.0,1.0,4.0,1.0,88.0,5.0,0.0,4.0,11.0,190.0,0.929733412,0.79245283,0.066666667
0.0,1.0,4.0,1.0,96.0,9.0,1.0,2.0,10.0,333.0,0.877580068,0.875,0.176470588
0.0,1.0,2.0,1.0,81.0,2.0,0.0,2.0,19.0,138.0,0.951826295,0.913043478,0.5
0.0,1.0,2.0,1.0,87.0,3.0,0.0,2.0,16.0,151.0,0.878405666,1.0,0.461538462
0.0,1.0,2.0,1.0,86.0,3.0,0.0,3.0,13.0,100.0,0.9359295536000001,1.0,0.384615385
0.0,1.0,6.0,1.0,91.0,9.0,1.0,2.0,18.0,874.0,0.922066494,0.939393939,0.311111111
0.0,1.0,2.0,1.0,92.0,5.0,0.0,1.0,14.0,134.0,0.940506426,0.888888889,0.0
0.0,1.0,4.0,1.0,88.0,1.0,0.0,3.0,14.0,290.0,0.914498202,1.0,0.555555556
0.0,1.0,3.0,1.0,84.0,9.0,1.0,4.0,19.0,447.0,0.848937777,0.921052632,0.078947368
0.0,1.0,3.0,1.0,87.0,6.0,1.0,2.0,13.0,310.0,0.971321345,0.617647059,0.0
0.0,1.0,2.0,1.0,86.0,5.0,0.0,2.0,16.0,124.0,0.933539964,1.0,0.181818182
0.0,1.0,2.0,1.0,82.0,5.0,0.0,2.0,10.0,69.0,0.888233444,0.916666667,0.52173913
0.0,1.0,2.0,1.0,97.0,7.0,0.0,1.0,15.0,100.0,0.934152827,0.925925926,0.107142857
