Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1964.0,2.0,1.0,1.0,3.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,8.0,111124.0
1792.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,6.0,2.0,1.0,6.0,4.0,4.0,4.0,7.0,92668.0
172.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,8.0,2208.0
858.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,100685.0
1961.0,1.0,2.0,6.0,5.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,15.0,64261.0
1999.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,64082.0
1232.0,4.0,3.0,2.0,5.0,4.0,2.0,6.0,4.0,2.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,55262.0
1156.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,6.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,0.0,5473.0
1035.0,2.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,5.0,3.0,5.0,6.0,4.0,24.0,46808.0
1527.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,1.0,8.0,68598.0
1762.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,11380.0
275.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,6.0,2.0,2.0,4.0,3.0,5.0,2.0,8.0,12803.0
925.0,5.0,1.0,2.0,6.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,10.0,24017.0
1715.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,6.0,2.0,6.0,5.0,5.0,48191.0
1302.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,6.0,5.0,3.0,4.0,2.0,11312.0
1840.0,4.0,3.0,6.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,6.0,3.0,4.0,2.0,5.0,70003.0
636.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,6.0,1.0,6.0,1.0,14.0,47815.0
727.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,0.0,11982.0
1598.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,6.0,3.0,3.0,5.0,2.0,4.0,2.0,10.0,33597.0
818.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,2.0,4.0,6.0,2.0,3.0,4.0,10.0,46914.0
72.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,27.0,4808.0
1380.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,3.0,6.0,3.0,4.0,1.0,18644.0
771.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,11663.0
24.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,322.0
1283.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,6.0,6.0,5.0,4.0,14.0,89957.0
972.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,3.0,7.0,16096.0
667.0,1.0,5.0,4.0,6.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,11.0,10664.0
1323.0,2.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,6.0,4.0,2.0,7.0,16676.0
954.0,3.0,4.0,1.0,2.0,5.0,2.0,6.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,2.0,6.0,3.0,4.0,19513.0
17.0,3.0,1.0,6.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,11.0,298.0
1271.0,4.0,2.0,5.0,5.0,5.0,3.0,6.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,6.0,5.0,1.0,6.0,36516.0
1220.0,1.0,3.0,4.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,18732.0
1221.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,6.0,5.0,1.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,27423.0
174.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,6.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,6.0,2.0,2.0,1445.0
1249.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,0.0,13168.0
1774.0,4.0,3.0,3.0,6.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,6.0,2.0,6.0,21477.0
1174.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,27953.0
461.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,5734.0
117.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,10247.0
117.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,3.0,2.0,2.0,6.0,2.0,4.0,3.0,8.0,2061.0
1526.0,2.0,5.0,2.0,6.0,5.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,5.0,6.0,2.0,5.0,2.0,7.0,25730.0
728.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,25805.0
670.0,3.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,5.0,6.0,6.0,1.0,5.0,24117.0
1282.0,4.0,3.0,4.0,6.0,5.0,3.0,3.0,1.0,5.0,5.0,1.0,4.0,6.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,50466.0
194.0,2.0,1.0,1.0,6.0,3.0,1.0,6.0,1.0,5.0,3.0,2.0,4.0,6.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,4.0,8.0,2878.0
1116.0,4.0,3.0,5.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,35650.0
1265.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,39701.0
223.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,4.0,6.0,2.0,6.0,2.0,12.0,6274.0
1263.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,5.0,3.0,5.0,3.0,23.0,86531.0
800.0,4.0,4.0,5.0,6.0,4.0,2.0,6.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,10657.0
779.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,20251.0
602.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,6.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,2.0,24.0,13303.0
1900.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,6.0,4.0,3.0,5.0,3.0,4.0,1.0,4.0,5.0,6.0,5.0,4.0,33799.0
96.0,3.0,4.0,4.0,3.0,3.0,2.0,6.0,2.0,2.0,2.0,5.0,6.0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,4.0,5.0,4.0,7.0,1179.0
473.0,1.0,5.0,5.0,5.0,4.0,3.0,6.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,8.0,2587.0
650.0,3.0,2.0,2.0,6.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,2.0,4.0,6.0,3.0,5.0,2.0,12.0,50562.0
1112.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,6.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,10.0,21935.0
1341.0,1.0,5.0,6.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,7.0,10932.0
330.0,5.0,5.0,3.0,4.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1543.0
738.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,10.0,19505.0
301.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,0.0,7723.0
1439.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0,3.0,2.0,4.0,3.0,2.0,6.0,3.0,5.0,4.0,0.0,43159.0
1289.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,106981.0
946.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,6.0,5.0,4.0,6.0,20857.0
195.0,1.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,1.0,12.0,3066.0
1577.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,6.0,5.0,4.0,2.0,5.0,5.0,2.0,4.0,6.0,3.0,4.0,4.0,18504.0
706.0,4.0,4.0,2.0,5.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,6.0,4.0,5.0,3.0,1.0,9524.0
1109.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,6.0,5.0,5.0,3.0,5.0,31848.0
30.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,6.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,7.0,375.0
1353.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,8.0,41636.0
449.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,0.0,2383.0
1643.0,4.0,2.0,2.0,6.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,6.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,50869.0
1001.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,26409.0
786.0,4.0,1.0,6.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,2.0,1.0,5.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,10775.0
1665.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0,5.0,3.0,6.0,3.0,4.0,65528.0
1413.0,4.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,6.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,20645.0
75.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,3.0,5.0,2.0,6.0,2.0,3.0,1488.0
1239.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,7665.0
646.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,6.0,2.0,5.0,3.0,6.0,10422.0
1346.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,2.0,1.0,30723.0
1638.0,2.0,4.0,6.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,4.0,1.0,3.0,14544.0
1058.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,5.0,2.0,6.0,4.0,4.0,6.0,5.0,3.0,3.0,3.0,36845.0
1457.0,3.0,2.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,0.0,16659.0
29.0,3.0,3.0,6.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,0.0,413.0
1231.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,6.0,3.0,20.0,68634.0
1531.0,4.0,5.0,6.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,6.0,6.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,16973.0
644.0,5.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,14723.0
1517.0,5.0,2.0,2.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,21845.0
1643.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,6.0,4.0,3.0,5.0,3.0,1.0,6.0,6.0,5.0,5.0,0.0,12241.0
945.0,2.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,6.0,5.0,3.0,29092.0
1937.0,4.0,3.0,6.0,5.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,13107.0
740.0,4.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,1.0,5.0,8846.0
177.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,5.0,6.0,2.0,6.0,536.0
931.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,6.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,9083.0
1117.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,0.0,14556.0
425.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,6.0,6.0,3.0,3.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,0.0,6395.0
1008.0,2.0,2.0,4.0,6.0,3.0,4.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,6.0,5.0,5.0,2.0,19.0,54021.0
1674.0,3.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,6.0,1.0,4.0,5.0,9.0,41636.0
1256.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,19357.0
490.0,5.0,1.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,6.0,2.0,6.0,1.0,12.0,19485.0
79.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,570.0
78.0,4.0,5.0,2.0,3.0,4.0,2.0,6.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,6.0,4.0,4.0,6.0,2.0,6.0,3.0,5.0,1299.0
1331.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,1.0,58602.0
897.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,14888.0
28.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,345.0
1614.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,6.0,5.0,4.0,2.0,25611.0
71.0,2.0,3.0,6.0,6.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,6.0,2.0,4.0,6.0,2.0,5.0,2.0,10.0,901.0
1618.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,8.0,83652.0
1124.0,4.0,1.0,1.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,8.0,26693.0
1874.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,6.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,89380.0
1347.0,3.0,3.0,4.0,6.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,24.0,69920.0
885.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,11.0,6283.0
989.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,1.0,6.0,4.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,2.0,1.0,14938.0
1748.0,1.0,4.0,4.0,3.0,5.0,5.0,6.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,5.0,6.0,5.0,2.0,18.0,78220.0
1304.0,4.0,2.0,3.0,6.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,6.0,1.0,11.0,69589.0
1756.0,5.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,4.0,6744.0
1927.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,2.0,24287.0
742.0,1.0,3.0,4.0,6.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,4.0,3.0,20.0,75166.0
210.0,4.0,5.0,2.0,6.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,3.0,3.0,3826.0
744.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,6.0,3.0,2.0,6.0,2.0,4.0,5.0,2.0,27790.0
230.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,1.0,4182.0
1988.0,4.0,4.0,2.0,6.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,12.0,53037.0
1875.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,6.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,35569.0
1973.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,1.0,4.0,2.0,6.0,134402.0
1783.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0,3.0,13.0,123132.0
692.0,4.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,0.0,6100.0
1686.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,6.0,4.0,4.0,5.0,1.0,3.0,3.0,6.0,5.0,2.0,8.0,35810.0
1107.0,2.0,2.0,6.0,2.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,6.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,8.0,18255.0
14.0,2.0,3.0,5.0,1.0,4.0,4.0,6.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,6.0,2.0,4.0,2.0,13.0,321.0
1810.0,2.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,6.0,3.0,4.0,0.0,16335.0
842.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,3.0,2.0,6.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,41154.0
666.0,5.0,2.0,3.0,3.0,5.0,1.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,6.0,2.0,1.0,4.0,1.0,5.0,5.0,8.0,15747.0
1483.0,2.0,3.0,3.0,1.0,3.0,3.0,6.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,6.0,1.0,17.0,29103.0
1570.0,2.0,3.0,6.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,4.0,3.0,16.0,20198.0
1258.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,4.0,12.0,41404.0
1517.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,6.0,3.0,5.0,3.0,19.0,44911.0
