LOC+, ACAP, AEXP-, ARCH, CPLX, DATA, DOCU, FLEX, LTEX, PCAP, PCON, PLEX-, PMAT, PREC, PVOL, RELY, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, RISK-, EFFORT-
264.0,2.0,3.0,5.0,2.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,0.0,1147.0
555.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,7546.0
1518.0,5.0,5.0,2.0,5.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,2.0,6.0,1.0,6.0,2.0,5.0,64707.0
1205.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,6.0,6.0,5.0,4.0,4.0,27857.0
1135.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,6.0,14133.0
1552.0,1.0,3.0,3.0,6.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,6.0,6.0,3.0,26.0,79804.0
1271.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,1.0,27076.0
1871.0,2.0,4.0,4.0,5.0,2.0,4.0,6.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0,4.0,2.0,3.0,1.0,17.0,77127.0
1804.0,2.0,3.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,15.0,54997.0
1574.0,2.0,4.0,5.0,6.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,5.0,2.0,11.0,106570.0
1855.0,1.0,5.0,6.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,3.0,18.0,40443.0
785.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,6.0,1.0,4.0,5.0,13.0,8482.0
989.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,14.0,45418.0
202.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,8090.0
263.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,12.0,5178.0
1176.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,6.0,3.0,2.0,6.0,1.0,3.0,5.0,4.0,4.0,1.0,25.0,84776.0
1449.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,4.0,2.0,4.0,2.0,18.0,213344.0
235.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,6.0,5.0,4.0,17.0,8522.0
1579.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,6.0,5.0,3.0,6.0,3.0,2.0,5.0,2.0,4.0,3.0,8.0,52384.0
1047.0,2.0,1.0,3.0,5.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,3.0,5.0,6.0,2.0,3.0,5.0,5.0,5.0,1.0,29.0,140984.0
1056.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,4.0,3.0,11.0,32394.0
1613.0,5.0,4.0,6.0,6.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,6.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,11.0,12493.0
793.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,1.0,2.0,4.0,3.0,6.0,4.0,2.0,2.0,6.0,5.0,3.0,5.0,1.0,6.0,5.0,15.0,5879.0
1374.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,6.0,2.0,3.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,4.0,1.0,40399.0
871.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,3.0,20085.0
1704.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,55653.0
730.0,2.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,16383.0
244.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,0.0,4496.0
722.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,16.0,50770.0
672.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,6511.0
1037.0,1.0,2.0,2.0,6.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,10.0,11436.0
1567.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,1.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,6.0,3.0,5.0,4.0,10.0,42286.0
30.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,6.0,2.0,17.0,1472.0
312.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,6.0,5.0,5.0,2.0,12.0,7647.0
1839.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,6.0,3.0,5.0,98240.0
1726.0,2.0,1.0,4.0,2.0,5.0,2.0,6.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,12.0,134998.0
149.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,6.0,3.0,2.0,2.0,5.0,3.0,5.0,6.0,2.0,4.0,3.0,3.0,986.0
875.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,5.0,6.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,0.0,14740.0
916.0,3.0,4.0,1.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,3.0,6.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,0.0,18577.0
1353.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,6.0,5.0,5.0,2.0,6.0,52838.0
295.0,2.0,4.0,6.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,6.0,3.0,2.0,5.0,6.0,3.0,4.0,1.0,2244.0
1908.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,2.0,1.0,4.0,4.0,2.0,6.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,1.0,9.0,22717.0
1383.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,6.0,82843.0
1340.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,4.0,165192.0
1850.0,4.0,3.0,6.0,1.0,3.0,2.0,6.0,4.0,1.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,9.0,21027.0
333.0,5.0,1.0,5.0,6.0,5.0,4.0,6.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,10653.0
561.0,5.0,3.0,4.0,1.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,2.0,6.0,3.0,7.0,15555.0
1865.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,6.0,2.0,5.0,6.0,5.0,4.0,3.0,7.0,65565.0
1748.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,6.0,1.0,3.0,4.0,1.0,5.0,5.0,13.0,52655.0
1978.0,3.0,2.0,3.0,5.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,3.0,3.0,90450.0
1519.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,0.0,10810.0
1136.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,6.0,4.0,6.0,4.0,7.0,30194.0
1965.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,6.0,5.0,5.0,15.0,49501.0
1371.0,4.0,2.0,2.0,4.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,0.0,12400.0
1976.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0,5.0,2.0,66079.0
623.0,1.0,3.0,4.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,2.0,6.0,34760.0
1543.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,1.0,2.0,6.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,20915.0
1371.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,5.0,55006.0
542.0,2.0,2.0,1.0,6.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,6.0,2.0,5.0,3.0,8.0,51729.0
1647.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,0.0,12635.0
172.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,0.0,2433.0
1252.0,2.0,1.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,50274.0
1806.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,0.0,4404.0
476.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,7.0,9503.0
36.0,2.0,3.0,1.0,3.0,3.0,5.0,6.0,4.0,4.0,2.0,5.0,2.0,6.0,3.0,2.0,4.0,2.0,4.0,6.0,2.0,6.0,3.0,6.0,687.0
1110.0,5.0,4.0,4.0,1.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,6.0,6.0,5.0,1.0,14.0,8971.0
1124.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,14.0,58090.0
238.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,1.0,5.0,6.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,5.0,3.0,0.0,4689.0
106.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1615.0
1078.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,6.0,5.0,5.0,5.0,35537.0
1534.0,1.0,5.0,3.0,2.0,3.0,1.0,5.0,4.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,6004.0
534.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,7101.0
472.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,6.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,3609.0
1638.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,10.0,37837.0
740.0,4.0,5.0,2.0,4.0,4.0,5.0,6.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,7438.0
879.0,2.0,4.0,2.0,5.0,5.0,2.0,6.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,27768.0
1700.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,5.0,2.0,1.0,5.0,2.0,4.0,3.0,5.0,156526.0
1134.0,3.0,5.0,2.0,5.0,5.0,5.0,1.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,6.0,3.0,1.0,39662.0
1394.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,6.0,3.0,9.0,69689.0
1779.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,40732.0
1258.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,12105.0
1292.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,0.0,9615.0
206.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,6.0,5.0,6.0,3118.0
379.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,6.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,6.0,3.0,4.0,7373.0
361.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,1.0,9.0,15149.0
824.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,4.0,5.0,6.0,19548.0
1598.0,2.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,4.0,6.0,4.0,3.0,2.0,9.0,40843.0
727.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,6.0,6.0,5.0,2.0,5.0,13195.0
1136.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,6386.0
781.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,5.0,4.0,6.0,5.0,3.0,18013.0
1321.0,2.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,6.0,2.0,4.0,5.0,4.0,4.0,3.0,6.0,3.0,5.0,3.0,4.0,23268.0
29.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,5.0,467.0
459.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,1.0,0.0,2584.0
709.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,3.0,8.0,10774.0
1488.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,6.0,4.0,0.0,7412.0
1178.0,4.0,2.0,5.0,4.0,3.0,3.0,6.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,0.0,19643.0
1252.0,1.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,6.0,1.0,4.0,3.0,16.0,12575.0
1916.0,1.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,5.0,4.0,6.0,1.0,4.0,5.0,3.0,4.0,1.0,25.0,188966.0
1873.0,3.0,4.0,3.0,3.0,2.0,1.0,6.0,3.0,5.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,0.0,10796.0
143.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,6.0,4.0,2.0,5.0,3.0,5.0,3.0,10.0,5583.0
1161.0,4.0,3.0,6.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,25288.0
861.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,50475.0
1535.0,3.0,5.0,6.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,6.0,33869.0
689.0,3.0,3.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,0.0,6601.0
145.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0,1.0,3.0,523.0
1523.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,38426.0
1836.0,3.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,68143.0
618.0,4.0,4.0,4.0,1.0,2.0,3.0,5.0,2.0,1.0,4.0,2.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,12.0,7257.0
1294.0,2.0,2.0,5.0,3.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,3.0,6.0,4.0,4.0,4.0,5.0,32985.0
1234.0,1.0,1.0,2.0,6.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,6.0,1.0,34.0,139393.0
1968.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,105568.0
1589.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,6.0,3.0,9.0,30276.0
40.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,5.0,6.0,6.0,4.0,1.0,6.0,2.0,4.0,4.0,3.0,6.0,1.0,8.0,482.0
1098.0,3.0,4.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,0.0,12348.0
288.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,1.0,5.0,6.0,4.0,1.0,7.0,7919.0
16.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,104.0
1443.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,6.0,4.0,4.0,0.0,35181.0
1899.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,4.0,3.0,1.0,3.0,4.0,5.0,6.0,3.0,14.0,43829.0
1419.0,2.0,5.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,45302.0
511.0,2.0,4.0,4.0,2.0,3.0,2.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,6.0,3.0,5.0,6.0,3.0,3.0,4.0,2.0,2588.0
1229.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,6.0,5.0,3.0,5.0,10.0,25624.0
19.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,719.0
1061.0,5.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0,2.0,2.0,1.0,5.0,2.0,5.0,4.0,0.0,6885.0
1512.0,3.0,1.0,6.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,3.0,6.0,3.0,2.0,5.0,2.0,5.0,5.0,6.0,51057.0
1109.0,3.0,3.0,6.0,2.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,1.0,24400.0
1775.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,6.0,6.0,4.0,3.0,6.0,4.0,2.0,6.0,1.0,5.0,2.0,19.0,87970.0
1870.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,37172.0
1276.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,11.0,28052.0
1612.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,1.0,26169.0
105.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,1.0,6.0,4.0,6.0,3.0,4.0,4431.0
1624.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,6.0,4.0,19.0,40503.0
1750.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,0.0,30478.0
545.0,5.0,5.0,2.0,6.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,4.0,6.0,1.0,6.0,9606.0
1090.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,2.0,12.0,16250.0
214.0,2.0,3.0,2.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,11.0,15422.0
1693.0,3.0,3.0,3.0,6.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,6.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,23.0,74915.0
